Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category,EPC Rating,Council Tax,Key Features,Property Rent/Sale History,Base Price,New Price,Effective Year,Price Per Sq Meter,Property History Count,EPC Category
"Bristol, City of",2022-07-01,138448,House/Houses,75 Station Road,75 Station Road Henbury Bristol BS10 7QH,75.0,Station Road,Bristol,BS10 7QH,Henbury & Brentry,356281.0,179060.0,Freehold,,Land And Building(S),95.0,0.113361,Yes,Direct Service,,,,"2013, 2016, 2018, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,9009,Land-Public Park,King George V Memorial Park,King George V Memorial Park Owen Square Easton Bristol BS5 6AN,,Owen Street,Bristol,BS5 6AN,Easton,361065.0,173832.0,Freehold,,Land Only,95.0,1.584544,Yes,Community,,,,"2013, 2016, 2019, 2020, 2021, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,195,House/Houses,Filton Avenue Junior School House,Filton Avenue Junior School House 17 Lockleaze Road Horfield Bristol BS7 9RP,17.0,Lockleaze Road,Bristol,BS7 9RP,Lockleaze,360029.0,177014.0,Freehold Reversion,,Land And Building(S),114.7,0.032735,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2010, 2016, 2017, 2021",291200.0,,2022.0,2538.7968613775065,4,Low
"Bristol, City of",2022-07-01,87687,Land-Residential,Whittock Road - Land Opposite 211-233,Whittock Road - Land Opposite 211-233 Stockwood Bristol BS14 8JZ,,,,BS14 8JZ,Stockwood,361833.0,168826.0,Freehold,,Land Only,95.0,0.295743,Yes,Community,,,,"2013, 2014, 2016, 2017, 2021, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,86996,Land-Residential,Rosedale Road - Land Rear Of 10-20,Rosedale Road - Land Rear Of 10-20 Rosedale Road Fishponds Bristol BS16 4EE,,,,BS16 4EE,Hillfields,363947.0,175437.0,Freehold,,Land Only,95.0,0.060434,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2016, 2020, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,86834,Land-Housing Non-Council Development,Sommerville,Sommerville Cricket Lane Southmead Bristol BS10 6TW,,Cricket Lane,Bristol,BS10 6TW,Southmead,357460.0,177944.0,Freehold,,Land Only,95.0,0.512902,,Indirect Service / Non-Investment Letting(s),,,,"2014, 2015, 2016, 2017, 2020, 2021",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,138892,Land-Housing Council Development,Peverell Court Lane - Housing Development,Peverell Court Lane - Housing Development Peverell Drive Henbury Bristol BS10 7FT,,Peverell Court Lane,Bristol,BS10 7FT,Henbury & Brentry,356933.0,179408.0,Freehold,,Land Only,95.0,0.111844,Yes,Direct Service,,,,"2015, 2016, 2021, 2023",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,83764,Scout/Guide Building Land,Fir Tree Lane Scout Hall,Fir Tree Lane Scout Hall Fir Tree Lane St George Bristol BS5 8ZZ,,Fir Tree Lane,Bristol,BS5 8ZZ,St George Troopers Hill,363271.0,173004.0,Freehold,,Land Only,87.2,0.196698,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2011, 2016, 2019, 2021, 2024, 2025",291200.0,,2022.0,3339.4495412844035,6,Low
"Bristol, City of",2022-07-01,83000,Garage/Garages/Car Parking - Domestic,Pensford Court - Garage Block,Pensford Court - Garage Block Pensford Court Stockwood Bristol BS14 8EQ,,Pensford Court,Bristol,BS14 8EQ,Stockwood,361795.0,168026.0,Freehold,,Land And Building(S),95.0,0.022033,,Surplus / Non-operational / Under Review,,,,"2012, 2014, 2015, 2016, 2017, 2019, 2021",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,84563,Garage/Garages/Car Parking - Domestic,Westbury Court Garages Block,Westbury Court Garages Block Chock Lane Westbury-on-Trym Bristol BS9 3HA,,Chock Lane,Bristol,BS9 3HA,Westbury-on-Trym & Henleaze,357480.0,177325.0,Freehold,,Land And Building(S),95.0,,,Surplus / Non-operational / Under Review,,,,"2010, 2012, 2014, 2015, 2016, 2021",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,139252,Garage/Garages/Car Parking - Domestic,Dursley Road - Parking Area Adj 16 Charbury Walk,Dursley Road - Parking Area Adj 16 Charbury Walk Dursley Road Shirehampton Bristol BS11 9UU,,,,BS11 9UU,Avonmouth & Lawrence Weston,353405.0,176371.0,Freehold,,Land Only,95.0,0.015697,Yes,Direct Service,,,,"2010, 2015, 2016, 2018, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,80798,Garage/Garages/Car Parking - Domestic,Crown Hill - Garages Block Adj 52,Crown Hill - Garages Block Adj 52 Crown Hill St George Bristol,52.0,Crown Hill,Bristol,BS5 7JP,St George West,362713.0,173951.0,Freehold,,Land And Building(S),95.0,0.003017,,Surplus / Non-operational / Under Review,,,,"2011, 2012, 2016, 2020, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,61882,Sports Building/Hall/Facility,South Bristol Sports Centre And Manor Farm Sports Ground,South Bristol Sports Centre And Manor Farm Sports Ground West Town Lane Brislington Bristol BS14 9EA,,West Town Lane,Bristol,BS14 9EA,Stockwood,361230.0,169859.0,Freehold,,Land And Building(S),2368.8,8.194487,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2011, 2016, 2017, 2018, 2020, 2021",987865.54,,2022.0,417.03205842620736,6,Low
"Bristol, City of",2022-07-01,123739,Land-Community Development,South Bristol Skills Academy Site,South Bristol Skills Academy Site Hengrove Park Phase 1 The Boulevard Whitchurch Lane Hengrove Bristol BS14 0DB,,,,BS14 0DB,Hengrove & Whitchurch Park,359436.0,168152.0,Freehold Reversion,,Land Only,95.0,2.232746,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2020, 2021, 2022, 2023, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,850,Land-Unused Land,Site Of Novers Lane Infant School,Site Of Novers Lane Infant School Novers Lane Knowle West Bristol BS4 1QW,,,,BS4 ,Filwood,358360.0,169468.0,Freehold,Vacant,Land Only,95.0,1.093139,,Surplus / Non-operational / Under Review,,,,"2016, 2019, 2021, 2022, 2024, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,138399,Land-Residential,Land At Rear Of 38-42 Lampton Avenue,Land At Rear Of 38-42 Lampton Avenue Lampton Avenue Hartcliffe Bristol BS13 0PZ,,,,BS13 0PZ,Hengrove & Whitchurch Park,359076.0,167320.0,Freehold,,Land Only,95.0,0.090229,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2013, 2016, 2020, 2021, 2023, 2024",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,39873,Land-Residential,37 Morris Road - Land Adj,37 Morris Road - Land Adj Lockleaze Bristol BS7 9TT,37.0,Morris Road,Bristol,BS7 9TT,Lockleaze,360276.0,176088.0,Freehold,,Land Only,95.0,0.003217,Yes,Direct Service,,,,"2015, 2016, 2019, 2021, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,139061,Land-Unused Land,Knighton Road - Land Adjoining 82,Knighton Road - Land Adjoining 82 Southmead Bristol BS10 5SF,,,,BS10 5SF,Southmead,359295.0,178581.0,Freehold,,Land Only,95.0,0.01485,,Surplus / Non-operational / Under Review,,,,"2010, 2016, 2020, 2021, 2023",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,4569,Sports Building/Hall/Facility,Durdham Down Dressing Rooms,Durdham Down Dressing Rooms Stoke Road Stoke Bishop Bristol BS9 1FG,,Stoke Road,Bristol,BS9 1FG,Stoke Bishop,357096.0,175009.0,Management Agreement,,Building(S) Only,692.0,0.062312,Yes,Direct Service,F,2000.0,,"2012, 2016, 2017, 2020, 2021, 2022, 2024",291200.0,,2022.0,420.80924855491327,7,Low
"Bristol, City of",2022-07-01,253,Scout/Guide Building,Wellington Hill Scout Hut,Wellington Hill Scout Hut Rozel Road Horfield Bristol BS7 8SQ,,Rozel Road,Bristol,BS7 8SQ,Bishopston & Ashley Down,359165.0,176515.0,Freehold,,Land And Building(S),142.98,0.07495,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2012, 2016, 2018, 2021, 2022, 2024",291200.0,,2022.0,2036.6484823052176,6,Low
"Bristol, City of",2022-07-01,129484,Land-Unused Land,Land At Stile Acres,Land At Stile Acres Stile Acres Lawrence Weston Bristol,,Stile Acres,Bristol,BS11 ,Avonmouth & Lawrence Weston,354538.0,178451.0,Freehold,Vacant,Land Only,95.0,0.249744,,Surplus / Non-operational / Under Review,,,,"2011, 2016, 2020, 2021, 2023, 2025",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,87229,Statue/Monument/Fountain,Arnos Vale Cemetery - War Memorial,Arnos Vale Cemetery - War Memorial Bath Road Brislington Bristol BS4 3EW,,,,BS4 3EW,Knowle,360762.0,171584.0,Maintenance Obligation,,Structure,95.0,0.002508,Yes,Heritage Assets,,,,"2012, 2016, 2018, 2021, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,128348,Sports Building/Hall/Facility,Hengrove Park Leisure Centre,Hengrove Park Leisure Centre Hengrove Promenade Hengrove Bristol BS14 0DE,,Hengrove Promenade,Bristol,BS14 0DE,Hengrove & Whitchurch Park,359419.0,168426.0,Freehold,,Land And Building(S),95.0,1.332756,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2016, 2018, 2021, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,330,Scout/Guide Building Land,Scout Resource Centre,Scout Resource Centre Gadshill Road Eastville Bristol BS5 6LJ,,Gadshill Road,Bristol,BS5 6LJ,Eastville,361451.0,175059.0,Freehold,,Land Only,227.7,0.060926,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2012, 2013, 2016, 2017, 2019, 2021",291200.0,,2022.0,1278.8757136583224,6,Low
"Bristol, City of",2022-07-01,10697,Garage/Garages/Car Parking - Domestic,Land At Rear Of 158-162 Slade Road,Land At Rear Of 158-162 Slade Road Newlands Hill Portishead North Somerset BS20 6AS,,,,BS20 6AS,Outside Bristol,346444.0,176002.0,Freehold,,Land And Building(S),0.0,0.047645,,Investment Properties,G,2200.0,,"2011, 2013, 2015, 2016, 2021, 2025",291200.0,,2022.0,0.0,6,Low
"Bristol, City of",2022-07-01,9219,Block/Blocks Of Flats,Queen Quay,Queen Quay Welsh Back City Centre Bristol,,Welsh Back,Bristol,BS1 4SL,Central,358923.0,172565.0,Freehold,,Land And Building(S),0.0,0.094453,,Investment Properties,G,2200.0,,"2013, 2016, 2018, 2021, 2024",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,9318,Land-Housing Council Development,Gilton House Car Park,Gilton House Car Park Glenarm Road Brislington Bristol,,Glenarm Road,Bristol,BS4 4LL,Brislington East,362143.0,170623.0,Freehold,,Land Only,95.0,0.185793,Yes,Direct Service,,,,"2016, 2017, 2018, 2021, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,139043,Land-Verge,Tilling Road - Land Adjoining No 1,Tilling Road - Land Adjoining No 1 Tilining Road Manor Farm Bristol BS10 5AQ,,,,BS10 5AQ,Horfield,359355.0,177221.0,Freehold,,Land Only,95.0,0.038786,Yes,Direct Service,,,,"2011, 2014, 2015, 2016, 2021, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,9072,Land-Open Store/Yard,Redcliff Wharf,Redcliff Wharf Redcliffe Way Redcliffe Bristol BS1 6SR,,Redcliffe Way,Bristol,BS1 6SR,Central,358993.0,172380.0,Freehold,,Land And Building(S),1197.71,0.684602,,Surplus / Non-operational / Under Review,E,1800.0,,"2013, 2016, 2017, 2019, 2020, 2021, 2025",340168.65,,2022.0,284.0158719556487,7,Low
"Bristol, City of",2022-07-01,10272,House/Houses,The Rustic Lodge,The Rustic Lodge Blaise Castle Estate Henbury Road Henbury Bristol BS10 7QE,,Henbury Road,Bristol,BS10 ,Henbury & Brentry,356354.0,178277.0,Freehold,Vacant,Land And Building(S),46.0,0.003921,Yes,Direct Service,G,2200.0,,"2011, 2012, 2016, 2021, 2025",291200.0,,2022.0,6330.434782608696,5,Low
"Bristol, City of",2022-07-01,10274,House Service Occupancy,The Inner Lodge,The Inner Lodge Blaise Castle Estate Henbury Road Kingsweston Bristol BS10 7QE,,Henbury Road,Bristol,BS10 7QE,Henbury & Brentry,356222.0,178391.0,Freehold,,Land And Building(S),107.0,0.042095,Yes,Direct Service,E,1800.0,,"2016, 2017, 2021",291200.0,,2022.0,2721.495327102804,3,Low
"Bristol, City of",2022-07-01,10277,House/Houses,The Gate Lodge,The Gate Lodge Blaise Castle Estate Henbury Road Henbury Bristol BS10 7QE,,Henbury Road,Bristol,BS10 7QE,Henbury & Brentry,356679.0,178185.0,Freehold,,Land And Building(S),71.0,0.038154,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2010, 2011, 2016, 2019, 2021",291200.0,,2022.0,4101.408450704225,5,Low
"Bristol, City of",2022-07-01,10260,Flat/Flats,Blaise Castle House Museum - Former Caretakers Flat,Blaise Castle House Museum - Former Caretakers Flat Henbury Road Henbury Bristol BS10 7QS,,Henbury Road,Bristol,BS10 7QS,Henbury & Brentry,356204.0,178728.0,Freehold,,Land And Building(S),95.0,0.000313,Yes,Direct Service,,,,"2014, 2016, 2021, 2022, 2024",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,10267,Sports Building/Hall/Facility,Blaise Castle - Club House,Blaise Castle - Club House Kings Weston Road Kingsweston Bristol BS11 0XF,,,,BS11 0XF,Henbury & Brentry,355960.0,178684.0,Freehold,,Land And Building(S),95.0,0.011536,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2015, 2016, 2018, 2019, 2020, 2021",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,136342,Sports Building/Hall/Facility,City Of Bristol Gymnastics Centre,City Of Bristol Gymnastics Centre Teyfant Road Hartcliffe Bristol  BS13 0RF,,,,BS13 0RF,Hengrove & Whitchurch Park,359239.0,167766.0,Freehold,,Land And Building(S),95.0,0.184343,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2013, 2016, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,10279,Land-Village Green,Blaise Castle Estate - Land At ,Blaise Castle Estate - Land At  Kings Weston Hill  Kingsweston  Bristol BS10 7QS,,,,BS10 7QS,Avonmouth & Lawrence Weston,355005.0,177826.0,Freehold,,Land Only,95.0,37.151878,Yes,Community,,,,"2011, 2014, 2015, 2016, 2020, 2021, 2023",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,139038,Land-Residential,Westleigh Road - Land Rear Of 29-31,Westleigh Road - Land Rear Of 29-31 Westleigh Road Southmead  Bristol BS10 5QZ,,,,BS10 5QZ,Southmead,358442.0,178336.0,Freehold,,Land Only,95.0,0.038124,Yes,Direct Service,,,,"2012, 2016, 2020, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,125704,Sports Building/Hall/Facility,Next Generation Sports Centre,Next Generation Sports Centre Greystoke Avenue Southmead Bristol BS10 6AZ,,Greystoke Avenue,Bristol,BS10 6AZ,Southmead,357666.0,177870.0,Freehold,,Land And Building(S),95.0,2.743744,,Indirect Service / Non-Investment Letting(s),,,,"2013, 2016, 2018, 2019, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,139362,Land-Residential,Whitchurch Lane - Site Of Former 264 & 266,Whitchurch Lane - Site Of Former 264 & 266 Whitchurch Lane Hartcliffe Bristol BS13 7TD,,,,BS13 7TD,Hartcliffe & Withywood,358333.0,168360.0,Freehold,,Land Only,95.0,0.061238,Yes,Direct Service,,,,"2013, 2016, 2019, 2020, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,6318,Hostel/Homeless Accommodation,Trinity Lodge,Trinity Lodge Fairfield Road Montpelier Bristol BS6 5JL,,Fairfield Road,Bristol,BS6 5JL,Ashley,359747.0,174729.0,Freehold,,Land And Building(S),816.0,0.1587,Yes,Direct Service,G,2200.0,,"2010, 2016, 2019, 2020, 2021, 2023",291200.0,,2022.0,356.8627450980392,6,Low
"Bristol, City of",2022-07-01,4840,Sports Building/Hall/Facility,Kingsdown Sports Centre,Kingsdown Sports Centre Portland Street Kingsdown Bristol BS2 8HL,,Portland Street,Bristol,BS2 8HL,Cotham,358511.0,173875.0,Freehold,,Land And Building(S),2840.0,0.334744,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2013, 2014, 2016, 2021, 2022",870270.12,,2022.0,306.4331408450704,5,Low
"Bristol, City of",2022-07-01,7612,Sports Building/Hall/Facility,City And Port Of Bristol Social And Sports Club,City And Port Of Bristol Social And Sports Club Nibley Road Shirehampton Bristol BS11 9XW,,Nibley Road,Bristol,BS11 9XW,Avonmouth & Lawrence Weston,353202.0,176147.0,Freehold,,Land And Building(S),926.0,4.690522,,Indirect Service / Non-Investment Letting(s),E,1800.0,,"2010, 2014, 2016, 2021, 2022, 2024",319025.97,,2022.0,344.5204859611231,6,Low
"Bristol, City of",2022-07-01,7298,Scout/Guide Building Land,Sea Mills Scout Premises,Sea Mills Scout Premises Bluebell Close Sea Mills Bristol BS9 2LQ,,Bluebell Close,Bristol,BS9 2LQ,Stoke Bishop,354834.0,176577.0,Freehold,,Land Only,95.0,0.061184,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2011, 2012, 2016, 2017, 2019, 2021, 2022",,,2022.0,0.0,8,Unknown
"Bristol, City of",2022-07-01,7303,Land-Quay/Marina/Slipway/Mooring,Baltic Wharf Quayside,Baltic Wharf Quayside Cumberland Road Hotwells Bristol,,Cumberland Road,Bristol,BS1 6XG,Hotwells & Harbourside,357279.0,172136.0,Freehold,,Land Only,95.0,0.164204,,Infrastructure,,,,"2010, 2011, 2014, 2016, 2017, 2021, 2022",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,7308,Public House,The Cottage Inn,The Cottage Inn Baltic Wharf Cumberland Road Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Hotwells & Harbourside,357297.0,172171.0,Freehold,,Land And Building(S),95.0,0.0268,,Investment Properties,,,,"2010, 2013, 2016, 2019, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,6233,Public House,Bridge Inn - The,Bridge Inn - The 16 Passage Street St Philips Bristol BS2 0JF,16.0,Passage Street,Bristol,BS2 0JF,Central,359367.0,172975.0,Freehold,,Land And Building(S),95.0,0.0065,,Investment Properties,,,,"2011, 2014, 2016, 2019, 2021, 2022",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,6703,Scout/Guide Building Land,Land Used By Bristol Channel Sea Scouts,Land Used By Bristol Channel Sea Scouts Coronation Road / Southville Road Southville Bristol,,Southville Road,Bristol,BS3 1DG,Southville,358456.0,171974.0,Freehold,,Land Only,95.0,0.067605,,Indirect Service / Non-Investment Letting(s),,,,"2016, 2018, 2021, 2024",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,7409,House/Houses,St Lukes Court And Spring House - Site Of,St Lukes Court And Spring House - Site Of York Road Bedminster Bristol BS3,,Spring Street,Bristol,BS3 4PZ,Southville,359343.0,171914.0,Freehold Reversion,,Land And Building(S),0.0,0.174179,,Indirect Service / Non-Investment Letting(s),F,2000.0,,"2012, 2015, 2016, 2020, 2021",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,7281,Hotel/Guest House,Double Tree By Hilton Hotel,Double Tree By Hilton Hotel Redcliffe Way Redcliff Bristol BS1 6NJ,,Redcliffe Way,Bristol,BS1 6NJ,Central,359253.0,172302.0,Freehold,,Land And Building(S),95.0,0.990553,,Investment Properties,,,,"2012, 2013, 2015, 2016, 2019, 2021",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,7229,Public House,Royal Navy Volunteer,Royal Navy Volunteer 17 - 18 King Street City Centre Bristol BS1 4EF,17.0,King Street,Bristol,BS1 4EF,Central,358776.0,172682.0,Freehold,,Land And Building(S),1322.67,0.036945,,Investment Properties,E,1800.0,,"2014, 2015, 2016, 2020, 2021",301073.59,,2022.0,227.62562846363795,5,Low
"Bristol, City of",2022-07-01,7230,Public House,King William Ale House,King William Ale House 19-20 King Street City Centre Bristol BS1 4EF,20.0,King Street,Bristol,BS1 4EF,Central,358764.0,172681.0,Freehold,,Land And Building(S),1000.0,0.03319,,Investment Properties,F,2000.0,,"2013, 2016, 2017, 2018, 2021",486426.99,,2022.0,486.42699,5,Low
"Bristol, City of",2022-07-01,7235,Public House,31-32 King Street,31-32 King Street City Centre Bristol BS1 4DZ,31.0,King Street,Bristol,BS1 4DZ,Central,358746.0,172714.0,Freehold,,Land And Building(S),700.0,0.0184,,Investment Properties,G,2200.0,,"2016, 2020, 2021, 2023, 2024",341457.17,,2022.0,487.7959571428571,5,Low
"Bristol, City of",2022-07-01,6673,Sports Building/Hall/Facility,St Annes Park - Bowling Green And Pavilion,St Annes Park - Bowling Green And Pavilion Newbridge Road St Annes Bristol BS4 4DH,,Newbridge Road,Bristol,BS4 4DJ,Brislington East,362099.0,172292.0,Freehold,,Land And Building(S),95.0,0.4229,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2013, 2016, 2019, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,6679,Public House,The Little Grosvenor Public House,The Little Grosvenor Public House 3 Coronation Road Southville Bristol BS3 1AA,3.0,Coronation Road,Bristol,BS3 1AA,Southville,358890.0,172002.0,Freehold,,Land And Building(S),0.0,0.0079,,Investment Properties,E,1800.0,,"2015, 2016, 2020, 2021, 2022",291200.0,,2022.0,0.0,5,Low
"Bristol, City of",2022-07-01,7249,Hotel/Guest House,Bristol Marriott Hotel And Multi-Storey Car Park,Bristol Marriott Hotel And Multi-Storey Car Park Lower Castle Street City Centre Bristol BS1 3AD,,Lower Castle Street,Bristol,BS1 3AD,Central,359465.0,173161.0,Freehold,,Land And Building(S),95.0,0.535513,,Investment Properties,,,,"2010, 2016, 2017, 2019, 2021, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,85074,Sports Building/Hall/Facility,Bristol International Bowls Centre,Bristol International Bowls Centre 198 South Liberty Lane Ashton Vale Bristol BS3 2TY,198.0,South Liberty Lane,Bristol,BS3 2TY,Bedminster,356253.0,170226.0,Freehold,,Land And Building(S),95.0,0.018307,,Indirect Service / Non-Investment Letting(s),,,,"2015, 2016, 2018, 2021, 2022",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,7456,Public House,The Greenhouse,The Greenhouse 37-37A College Green City Centre Bristol BS1 5SP,37.0,College Green,Bristol,BS1 5SP,Central,358447.0,172795.0,Freehold,,Land And Building(S),839.0,0.0262,,Investment Properties,G,2200.0,,"2015, 2016, 2020, 2021, 2025",291200.0,,2022.0,347.0798569725864,5,Low
"Bristol, City of",2022-07-01,9658,Scout/Guide Building Land,209th Bristol Scout Group,209th Bristol Scout Group Cotman Walk Lockleaze Bristol BS7 9UG,,Cotman Walk,Bristol,BS7 9UG,Lockleaze,360518.0,176522.0,Freehold,,Land Only,95.0,0.069379,,Indirect Service / Non-Investment Letting(s),,,,"2012, 2016, 2017, 2019, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,8315,Public House,Myrtle Tree Public House,Myrtle Tree Public House 127 St Georges Road City Centre Bristol BS1 5UW,127.0,St Georges Road,Bristol,BS1 5UW,Hotwells & Harbourside,357903.0,172617.0,Freehold,,Land And Building(S),136.0,0.008669,,Investment Properties,E,1800.0,,"2014, 2016, 2021",291200.0,,2022.0,2141.176470588235,3,Low
"Bristol, City of",2022-07-01,7391,Public House,The Ropewalk Inn,The Ropewalk Inn 5 Nelson Parade Bedminster Bristol BS3 4JA,5.0,Nelson Parade,Bristol,BS3 4JA,Southville,358907.0,171949.0,Freehold,,Land And Building(S),95.0,0.0253,,Investment Properties,,,,"2011, 2012, 2016, 2020, 2021, 2024",,,2022.0,0.0,6,Unknown
"Bristol, City of",2022-07-01,9720,Land-Housing Non-Council Development,Hillside Court,Hillside Court Batten Road Bristol BS5 8NL,,Batten Road,Bristol,BS5 8NL,St George Central,363744.0,173349.0,Freehold,,Land Only,95.0,0.972593,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2012, 2014, 2016, 2018, 2021, 2024",,,2022.0,0.0,7,Unknown
"Bristol, City of",2022-07-01,6364,Public House,Treble Chance Public House,Treble Chance Public House Greystoke Avenue Southmead Bristol BS10 6AG,,Greystoke Avenue,Bristol,BS10 6AG,Southmead,357644.0,178070.0,Freehold,,Land And Building(S),95.0,0.094676,,Surplus / Non-operational / Under Review,,,,"2012, 2015, 2016, 2021",,,2022.0,0.0,4,Unknown
"Bristol, City of",2022-07-01,4423,Land-Garden,Shirehampton Road - Land At Rear Of 177,Shirehampton Road - Land At Rear Of 177 Shirehampton Road Sea Mills Bristol,177.0,Shirehampton Road,Bristol,BS9 2EQ,Avonmouth & Lawrence Weston,354836.0,176887.0,Freehold,,Land Only,95.0,0.0521,,Indirect Service / Non-Investment Letting(s),,,,"2015, 2016, 2021, 2022, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,4424,Land-Garden,Shirehampton Road - Land At Rear Of 179,Shirehampton Road - Land At Rear Of 179 Shirehampton Road Sea Mills Bristol,179.0,Shirehampton Road,Bristol,BS9 2EQ,Avonmouth & Lawrence Weston,354826.0,176892.0,Freehold,,Land Only,95.0,0.0271,,Indirect Service / Non-Investment Letting(s),,,,"2010, 2014, 2016, 2021, 2025",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,7603,Sports Building/Hall/Facility,Horfield Sports Centre And Pool,Horfield Sports Centre And Pool Dorian Road Bristol BS7 0XW,,Dorian Road,Bristol,BS7 0XW,Horfield,359605.0,177336.0,Freehold,,Land And Building(S),5328.8,2.067857,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2012, 2013, 2016, 2021",1386164.01,,2022.0,260.1268597057499,4,Low
"Bristol, City of",2022-07-01,9154,Sports Building/Hall/Facility,Easton Sports Centre And Pool,Easton Sports Centre And Pool Thrissell Street Easton Bristol BS5 0SW,,Thrissell Street,Bristol,BS5 0SW,Lawrence Hill,360220.0,173584.0,Freehold,,Land And Building(S),3482.9,0.977903,,Indirect Service / Non-Investment Letting(s),G,2200.0,,"2014, 2016, 2020, 2021, 2024",809058.22,,2022.0,232.2944155732292,5,Low
"Bristol, City of",2022-07-01,4312,Flat/Flats,Avonvale Road - Residential Accommodation At,Avonvale Road - Residential Accommodation At 112 Avonvale Road Barton Hill Bristol BS5 9RU,112.0,Avonvale Road,Bristol,BS5 ,Easton,361372.0,173136.0,Freehold,Vacant,Land And Building(S),95.0,0.0249,,Investment Properties,,,,"2010, 2012, 2016, 2017, 2021",,,2022.0,0.0,5,Unknown
"Bristol, City of",2022-07-01,6460,Public House,1 The Grove And 57 Prince Street,1 The Grove And 57 Prince Street City Centre Bristol BS1 4QH,1.0,The Grove,Bristol,BS1 4RB,Central,358662.0,172460.0,Freehold,,Land And Building(S),2700.0,0.063718,,Investment Properties,E,1800.0,,"2010, 2011, 2012, 2016, 2019, 2021",872352.14,,2022.0,323.0933851851852,6,Low
